order_item_id,order_id,sku,product_name_en,product_name_cn,product_image,category,quantity,unit_price_usd,item_sales_amount_usd,store_id,store_name,platform,country_code,country_name_cn
DEMO2025092900257-1,DEMO2025092900257,SKU005,Rechargeable LED Camping Lantern,充电式LED露营灯,/assets/products/placeholder_005.png,Lighting,1,258.99,258.99,ST007,YIHRA,AliExpress,FR,法国
DEMO2025092900258-1,DEMO2025092900258,SKU001,2-Person Pop-Up Camping Tent,双人速开露营帐篷,/assets/products/placeholder_001.png,Tents,1,38.99,38.99,ST002,Camplab Outdoor Peak,temu,PH,菲律宾
DEMO2025092900259-1,DEMO2025092900259,SKU005,Rechargeable LED Camping Lantern,充电式LED露营灯,/assets/products/placeholder_005.png,Lighting,1,258.99,258.99,ST003,Coco Sports and Outdoors,ozon,PH,菲律宾
DEMO2025092900260-1,DEMO2025092900260,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,1,32.99,32.99,ST003,Coco Sports and Outdoors,tiktok,GB,英国
DEMO2025092900261-1,DEMO2025092900261,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST006,Xing Fan Go,AliExpress,VN,越南
DEMO2025092900262-1,DEMO2025092900262,SKU001,2-Person Pop-Up Camping Tent,双人速开露营帐篷,/assets/products/placeholder_001.png,Tents,2,38.99,77.98,ST003,Coco Sports and Outdoors,tiktok,US,美国
DEMO2025092900263-1,DEMO2025092900263,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST005,Xing Fan Go,temu,PH,菲律宾
DEMO2025092900264-1,DEMO2025092900264,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST004,Outdoor equipment shop,mercado,PH,菲律宾
DEMO2025092900265-1,DEMO2025092900265,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,1,32.99,32.99,ST004,Outdoor equipment shop,ozon,RU,俄罗斯
DEMO2025092900266-1,DEMO2025092900266,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST005,Xing Fan Go,temu,FR,法国
DEMO2025092900267-1,DEMO2025092900267,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST002,Camplab Outdoor Peak,temu,TH,泰国
DEMO2025092900268-1,DEMO2025092900268,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST006,Xing Fan Go,temu,US,美国
DEMO2025092900269-1,DEMO2025092900269,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST005,Xing Fan Go,AliExpress,VN,越南
DEMO2025092900270-1,DEMO2025092900270,SKU011,Waterproof Hiking Rain Jacket,防水徒步冲锋衣,/assets/products/placeholder_011.png,Apparel,1,68.99,68.99,ST003,Coco Sports and Outdoors,AliExpress,US,美国
DEMO2025092900271-1,DEMO2025092900271,SKU011,Waterproof Hiking Rain Jacket,防水徒步冲锋衣,/assets/products/placeholder_011.png,Apparel,1,68.99,68.99,ST002,Camplab Outdoor Peak,tiktok,GB,英国
DEMO2025092900272-1,DEMO2025092900272,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,1,32.99,32.99,ST003,Coco Sports and Outdoors,tiktok,TH,泰国
DEMO2025092900273-1,DEMO2025092900273,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,2,37.99,75.98,ST006,Xing Fan Go,tiktok,PH,菲律宾
DEMO2025092900274-1,DEMO2025092900274,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST003,Coco Sports and Outdoors,AliExpress,PH,菲律宾
DEMO2025092900275-1,DEMO2025092900275,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST003,Coco Sports and Outdoors,temu,TH,泰国
DEMO2025092900276-1,DEMO2025092900276,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST003,Coco Sports and Outdoors,temu,PH,菲律宾
DEMO2025092900277-1,DEMO2025092900277,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST003,Coco Sports and Outdoors,temu,VN,越南
DEMO2025092900278-1,DEMO2025092900278,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST005,Xing Fan Go,AliExpress,PH,菲律宾
DEMO2025092900279-1,DEMO2025092900279,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,3,32.99,98.97,ST004,Outdoor equipment shop,mercado,US,美国
DEMO2025092900280-1,DEMO2025092900280,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST005,Xing Fan Go,tiktok,VN,越南
DEMO2025092900281-1,DEMO2025092900281,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST002,Camplab Outdoor Peak,mercado,MY,马来西亚
DEMO2025092900282-1,DEMO2025092900282,SKU011,Waterproof Hiking Rain Jacket,防水徒步冲锋衣,/assets/products/placeholder_011.png,Apparel,1,68.99,68.99,ST002,Camplab Outdoor Peak,ozon,FR,法国
DEMO2025092900283-1,DEMO2025092900283,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,2,37.99,75.98,ST003,Coco Sports and Outdoors,mercado,PH,菲律宾
DEMO2025092900284-1,DEMO2025092900284,SKU015,Premium Fishing Rod Kit,高端钓竿套装,/assets/products/placeholder_015.png,Fishing,1,76.99,76.99,ST001,YHR C,ozon,TH,泰国
DEMO2025092900285-1,DEMO2025092900285,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST007,YIHRA,tiktok,PH,菲律宾
DEMO2025092900286-1,DEMO2025092900286,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,2,33.99,67.98,ST004,Outdoor equipment shop,temu,PH,菲律宾
DEMO2025092900287-1,DEMO2025092900287,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST007,YIHRA,mercado,PH,菲律宾
DEMO2025092900288-1,DEMO2025092900288,SKU010,Compact Camping Cookware Set,便携露营炊具套装,/assets/products/placeholder_010.png,Cooking,1,268.99,268.99,ST003,Coco Sports and Outdoors,tiktok,RU,俄罗斯
DEMO2025092900289-1,DEMO2025092900289,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST001,YHR C,AliExpress,RU,俄罗斯
DEMO2025092900290-1,DEMO2025092900290,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST006,Xing Fan Go,temu,PH,菲律宾
DEMO2025092900291-1,DEMO2025092900291,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST003,Coco Sports and Outdoors,ozon,US,美国
DEMO2025092900292-1,DEMO2025092900292,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST001,YHR C,ozon,GB,英国
DEMO2025092900293-1,DEMO2025092900293,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,1,32.99,32.99,ST005,Xing Fan Go,ozon,US,美国
DEMO2025092900294-1,DEMO2025092900294,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST006,Xing Fan Go,AliExpress,FR,法国
DEMO2025092900295-1,DEMO2025092900295,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST007,YIHRA,ozon,MY,马来西亚
DEMO2025092900296-1,DEMO2025092900296,SKU011,Waterproof Hiking Rain Jacket,防水徒步冲锋衣,/assets/products/placeholder_011.png,Apparel,1,68.99,68.99,ST004,Outdoor equipment shop,temu,VN,越南
DEMO2025092900297-1,DEMO2025092900297,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST005,Xing Fan Go,tiktok,US,美国
DEMO2025092900298-1,DEMO2025092900298,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST002,Camplab Outdoor Peak,AliExpress,FR,法国
DEMO2025092900299-1,DEMO2025092900299,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST005,Xing Fan Go,mercado,MY,马来西亚
DEMO2025092900300-1,DEMO2025092900300,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST006,Xing Fan Go,temu,US,美国
DEMO2025092900301-1,DEMO2025092900301,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST006,Xing Fan Go,tiktok,TH,泰国
DEMO2025092900302-1,DEMO2025092900302,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,2,33.99,67.98,ST005,Xing Fan Go,tiktok,US,美国
DEMO2025092900303-1,DEMO2025092900303,SKU015,Premium Fishing Rod Kit,高端钓竿套装,/assets/products/placeholder_015.png,Fishing,1,76.99,76.99,ST006,Xing Fan Go,AliExpress,GB,英国
DEMO2025092900304-1,DEMO2025092900304,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST007,YIHRA,AliExpress,RU,俄罗斯
DEMO2025092900305-1,DEMO2025092900305,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST003,Coco Sports and Outdoors,AliExpress,RU,俄罗斯
DEMO2025092900306-1,DEMO2025092900306,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST001,YHR C,AliExpress,MY,马来西亚
DEMO2025092900307-1,DEMO2025092900307,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST003,Coco Sports and Outdoors,tiktok,TH,泰国
DEMO2025092900308-1,DEMO2025092900308,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,1,32.99,32.99,ST002,Camplab Outdoor Peak,tiktok,PH,菲律宾
DEMO2025092900309-1,DEMO2025092900309,SKU001,2-Person Pop-Up Camping Tent,双人速开露营帐篷,/assets/products/placeholder_001.png,Tents,1,38.99,38.99,ST003,Coco Sports and Outdoors,tiktok,RU,俄罗斯
DEMO2025092900310-1,DEMO2025092900310,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST006,Xing Fan Go,tiktok,MY,马来西亚
DEMO2025092900311-1,DEMO2025092900311,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST002,Camplab Outdoor Peak,mercado,US,美国
DEMO2025092900312-1,DEMO2025092900312,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST002,Camplab Outdoor Peak,AliExpress,VN,越南
DEMO2025092900313-1,DEMO2025092900313,SKU001,2-Person Pop-Up Camping Tent,双人速开露营帐篷,/assets/products/placeholder_001.png,Tents,2,38.99,77.98,ST002,Camplab Outdoor Peak,tiktok,US,美国
DEMO2025092900314-1,DEMO2025092900314,SKU008,Carbon Fiber Trekking Poles,碳纤维登山杖,/assets/products/placeholder_008.png,Trekking,1,289.99,289.99,ST003,Coco Sports and Outdoors,temu,TH,泰国
DEMO2025092900315-1,DEMO2025092900315,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST006,Xing Fan Go,tiktok,FR,法国
DEMO2025092900316-1,DEMO2025092900316,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST007,YIHRA,tiktok,RU,俄罗斯
DEMO2025092900317-1,DEMO2025092900317,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST005,Xing Fan Go,temu,RU,俄罗斯
DEMO2025092900318-1,DEMO2025092900318,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST006,Xing Fan Go,temu,RU,俄罗斯
DEMO2025092900319-1,DEMO2025092900319,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST007,YIHRA,temu,US,美国
DEMO2025092900320-1,DEMO2025092900320,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST002,Camplab Outdoor Peak,tiktok,TH,泰国
DEMO2025092900321-1,DEMO2025092900321,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST003,Coco Sports and Outdoors,temu,PH,菲律宾
DEMO2025092900322-1,DEMO2025092900322,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST002,Camplab Outdoor Peak,ozon,US,美国
DEMO2025092900323-1,DEMO2025092900323,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,1,37.99,37.99,ST004,Outdoor equipment shop,temu,US,美国
DEMO2025092900324-1,DEMO2025092900324,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST006,Xing Fan Go,AliExpress,VN,越南
DEMO2025092900325-1,DEMO2025092900325,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST001,YHR C,AliExpress,FR,法国
DEMO2025092900326-1,DEMO2025092900326,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST001,YHR C,ozon,TH,泰国
DEMO2025092900327-1,DEMO2025092900327,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST006,Xing Fan Go,ozon,US,美国
DEMO2025092900328-1,DEMO2025092900328,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST007,YIHRA,tiktok,MY,马来西亚
DEMO2025092900329-1,DEMO2025092900329,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST007,YIHRA,AliExpress,US,美国
DEMO2025092900330-1,DEMO2025092900330,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST006,Xing Fan Go,AliExpress,GB,英国
DEMO2025092900331-1,DEMO2025092900331,SKU015,Premium Fishing Rod Kit,高端钓竿套装,/assets/products/placeholder_015.png,Fishing,1,76.99,76.99,ST002,Camplab Outdoor Peak,tiktok,PH,菲律宾
DEMO2025092900332-1,DEMO2025092900332,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST007,YIHRA,AliExpress,FR,法国
DEMO2025092900333-1,DEMO2025092900333,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST001,YHR C,tiktok,RU,俄罗斯
DEMO2025092900334-1,DEMO2025092900334,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST002,Camplab Outdoor Peak,temu,RU,俄罗斯
DEMO2025092900335-1,DEMO2025092900335,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,2,39.99,79.98,ST002,Camplab Outdoor Peak,temu,US,美国
DEMO2025092900336-1,DEMO2025092900336,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST004,Outdoor equipment shop,temu,GB,英国
DEMO2025092900337-1,DEMO2025092900337,SKU004,Waterproof Outdoor Tarp,防水户外天幕,/assets/products/placeholder_004.png,Shelter,2,32.99,65.98,ST005,Xing Fan Go,temu,US,美国
DEMO2025092900338-1,DEMO2025092900338,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST003,Coco Sports and Outdoors,AliExpress,US,美国
DEMO2025092900339-1,DEMO2025092900339,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST005,Xing Fan Go,tiktok,MY,马来西亚
DEMO2025092900340-1,DEMO2025092900340,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,2,34.99,69.98,ST005,Xing Fan Go,tiktok,VN,越南
DEMO2025092900341-1,DEMO2025092900341,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST006,Xing Fan Go,tiktok,RU,俄罗斯
DEMO2025092900342-1,DEMO2025092900342,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST007,YIHRA,tiktok,US,美国
DEMO2025092900343-1,DEMO2025092900343,SKU015,Premium Fishing Rod Kit,高端钓竿套装,/assets/products/placeholder_015.png,Fishing,1,76.99,76.99,ST003,Coco Sports and Outdoors,tiktok,GB,英国
DEMO2025092900344-1,DEMO2025092900344,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST007,YIHRA,ozon,PH,菲律宾
DEMO2025092900345-1,DEMO2025092900345,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST006,Xing Fan Go,AliExpress,US,美国
DEMO2025092900346-1,DEMO2025092900346,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST006,Xing Fan Go,AliExpress,TH,泰国
DEMO2025092900347-1,DEMO2025092900347,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST001,YHR C,ozon,US,美国
DEMO2025092900348-1,DEMO2025092900348,SKU011,Waterproof Hiking Rain Jacket,防水徒步冲锋衣,/assets/products/placeholder_011.png,Apparel,1,68.99,68.99,ST001,YHR C,tiktok,RU,俄罗斯
DEMO2025092900349-1,DEMO2025092900349,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST001,YHR C,tiktok,US,美国
DEMO2025092900350-1,DEMO2025092900350,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST007,YIHRA,mercado,GB,英国
DEMO2025092900351-1,DEMO2025092900351,SKU001,2-Person Pop-Up Camping Tent,双人速开露营帐篷,/assets/products/placeholder_001.png,Tents,1,38.99,38.99,ST004,Outdoor equipment shop,ozon,RU,俄罗斯
DEMO2025092900352-1,DEMO2025092900352,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,2,31.99,63.98,ST002,Camplab Outdoor Peak,temu,US,美国
DEMO2025092900353-1,DEMO2025092900353,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,2,33.99,67.98,ST002,Camplab Outdoor Peak,AliExpress,PH,菲律宾
DEMO2025092900354-1,DEMO2025092900354,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST001,YHR C,tiktok,RU,俄罗斯
DEMO2025092900355-1,DEMO2025092900355,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST001,YHR C,AliExpress,VN,越南
DEMO2025092900356-1,DEMO2025092900356,SKU015,Premium Fishing Rod Kit,高端钓竿套装,/assets/products/placeholder_015.png,Fishing,1,76.99,76.99,ST003,Coco Sports and Outdoors,tiktok,RU,俄罗斯
DEMO2025092900357-1,DEMO2025092900357,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST003,Coco Sports and Outdoors,AliExpress,VN,越南
DEMO2025092900358-1,DEMO2025092900358,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST002,Camplab Outdoor Peak,ozon,US,美国
DEMO2025092900359-1,DEMO2025092900359,SKU008,Carbon Fiber Trekking Poles,碳纤维登山杖,/assets/products/placeholder_008.png,Trekking,1,289.99,289.99,ST005,Xing Fan Go,tiktok,US,美国
DEMO2025092900360-1,DEMO2025092900360,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST004,Outdoor equipment shop,temu,RU,俄罗斯
DEMO2025092900361-1,DEMO2025092900361,SKU015,Premium Fishing Rod Kit,高端钓竿套装,/assets/products/placeholder_015.png,Fishing,1,76.99,76.99,ST007,YIHRA,temu,VN,越南
DEMO2025092900362-1,DEMO2025092900362,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST002,Camplab Outdoor Peak,tiktok,US,美国
DEMO2025092900363-1,DEMO2025092900363,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST004,Outdoor equipment shop,tiktok,MY,马来西亚
DEMO2025092900364-1,DEMO2025092900364,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST004,Outdoor equipment shop,temu,GB,英国
DEMO2025092900365-1,DEMO2025092900365,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST004,Outdoor equipment shop,ozon,US,美国
DEMO2025092900366-1,DEMO2025092900366,SKU009,All-Season Sleeping Bag,全季节睡袋,/assets/products/placeholder_009.png,Sleeping,1,39.99,39.99,ST004,Outdoor equipment shop,temu,US,美国
DEMO2025092900367-1,DEMO2025092900367,SKU006,Inflatable Sleeping Pad,充气睡垫,/assets/products/placeholder_006.png,Sleeping,1,35.99,35.99,ST003,Coco Sports and Outdoors,tiktok,MY,马来西亚
DEMO2025092900368-1,DEMO2025092900368,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST007,YIHRA,tiktok,GB,英国
DEMO2025092900369-1,DEMO2025092900369,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST001,YHR C,tiktok,PH,菲律宾
DEMO2025092900370-1,DEMO2025092900370,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST004,Outdoor equipment shop,temu,MY,马来西亚
DEMO2025092900371-1,DEMO2025092900371,SKU008,Carbon Fiber Trekking Poles,碳纤维登山杖,/assets/products/placeholder_008.png,Trekking,1,289.99,289.99,ST005,Xing Fan Go,temu,TH,泰国
DEMO2025092900372-1,DEMO2025092900372,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,2,36.99,73.98,ST002,Camplab Outdoor Peak,temu,US,美国
DEMO2025092900373-1,DEMO2025092900373,SKU010,Compact Camping Cookware Set,便携露营炊具套装,/assets/products/placeholder_010.png,Cooking,1,268.99,268.99,ST007,YIHRA,temu,PH,菲律宾
DEMO2025092900374-1,DEMO2025092900374,SKU011,Waterproof Hiking Rain Jacket,防水徒步冲锋衣,/assets/products/placeholder_011.png,Apparel,1,68.99,68.99,ST002,Camplab Outdoor Peak,AliExpress,FR,法国
DEMO2025092900375-1,DEMO2025092900375,SKU007,Insulated Outdoor Cooler Bag,保温户外冷藏包,/assets/products/placeholder_007.png,Coolers,2,37.99,75.98,ST003,Coco Sports and Outdoors,temu,VN,越南
DEMO2025092900376-1,DEMO2025092900376,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST007,YIHRA,tiktok,PH,菲律宾
DEMO2025092900377-1,DEMO2025092900377,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST006,Xing Fan Go,AliExpress,US,美国
DEMO2025092900378-1,DEMO2025092900378,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST006,Xing Fan Go,AliExpress,PH,菲律宾
DEMO2025092900379-1,DEMO2025092900379,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST002,Camplab Outdoor Peak,tiktok,MY,马来西亚
DEMO2025092900380-1,DEMO2025092900380,SKU005,Rechargeable LED Camping Lantern,充电式LED露营灯,/assets/products/placeholder_005.png,Lighting,1,258.99,258.99,ST003,Coco Sports and Outdoors,AliExpress,GB,英国
DEMO2025092900381-1,DEMO2025092900381,SKU013,Family Outdoor Canopy Tent,家庭户外遮阳篷,/assets/products/placeholder_013.png,Tents,1,279.99,279.99,ST003,Coco Sports and Outdoors,temu,RU,俄罗斯
DEMO2025092900382-1,DEMO2025092900382,SKU002,Lightweight Hiking Backpack 45L,45L轻量徒步背包,/assets/products/placeholder_002.png,Backpacks,1,34.99,34.99,ST006,Xing Fan Go,AliExpress,VN,越南
DEMO2025092900383-1,DEMO2025092900383,SKU012,6-Inch Twin Camping Mattress,6英寸单人露营床垫,/assets/products/placeholder_012.png,Mattress,1,33.99,33.99,ST003,Coco Sports and Outdoors,ozon,US,美国
DEMO2025092900384-1,DEMO2025092900384,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST006,Xing Fan Go,tiktok,US,美国
DEMO2025092900385-1,DEMO2025092900385,SKU014,Portable Power Station Mini,迷你户外电源,/assets/products/placeholder_014.png,Power,1,31.99,31.99,ST005,Xing Fan Go,temu,US,美国
DEMO2025092900386-1,DEMO2025092900386,SKU003,Portable Folding Camping Chair,便携折叠露营椅,/assets/products/placeholder_003.png,Chairs,1,36.99,36.99,ST002,Camplab Outdoor Peak,temu,FR,法国
